case_id,reference_url,report_date,state,title,summary,amount_lost,scam_category,case_status,confidence_score,state
#0150,https://www.thestar.com.my/news/nation/2023/05/08/scammer-impersonates-photographer-to-con-a-woman-of-nearly-rm13000,5/8/2023,Johor Baru,"Scammer impersonates photographer to con a woman of nearly RM13,000",A 29-year-old freelance photographer is upset that someone has been impersonating him to ask others for money.,13000,Phishing,scam,1,Johor Baru
#0151,https://www.thestar.com.my/news/nation/2023/01/02/student-loses-over-rm22000-to-non-existent-investment-scheme,1/2/2023,Kuantan,"Student loses over RM22,000 to non-existent investment scheme","A Form Six student lost RM22,300 - including inheritance money from her late mother - after falling victim to a non-existent investment scheme on Telegram last month.",22000,Investment Scam,scam,1,Kuantan
#0152,https://www.thestar.com.my/news/nation/2023/01/06/woman-conned-of-rm2500-harassed-by-scammers-demanding-more,1/6/2023,Kuala Lumpur,"Woman conned of RM2,500 harassed by scammers demanding more","Despite having already conned a 25-year-old woman of RM2,500, scammers are continuing with their harassment to get more money from her.",2500,Other,scam,1,Kuala Lumpur
#0153,https://www.thestar.com.my/news/nation/2023/02/05/doctor-cheated-of-rm94000-by-online-boyfriend,2/5/2023,Kuala Lumpur,"Doctor cheated of RM94,000 by online boyfriend","A doctor lost RM94,000 in a love scam after becoming acquainted with a foreign man through social media.",94000,Love/Relationship Scam,scam,1,Kuala Lumpur
#0154,https://www.thestar.com.my/news/nation/2022/12/06/property-agent-loses-rm7mil-to-macau-scam,12/6/2022,Kuala Lumpur,Property agent loses RM7mil to Macau scam,A local woman property agent lost more than RM7mil after being duped in a Macau scam by someone impersonating a Health Ministry (MOH) officer on May 18.,7000000,Phishing,scam,1,Kuala Lumpur
#0155,https://www.thestar.com.my/news/nation/2022/11/25/cops-arrest-man-over-luxury-goods-scam-buyers-cheated-of-rm20mil,11/25/2022,Johor Baru,"Cops arrest man over luxury goods scam, buyers cheated of RM20mil","A local man was arrested for his alleged involvement in a luxury goods scam, which led to RM20mil in losses.",20000000,Other,scam,1,Johor Baru
#0156,https://www.thestar.com.my/news/nation/2022/12/02/sabah-housewife-loses-over-rm500000-in-love-scam,12/2/2022,Kota Kinabalu,"Sabah housewife loses over RM500,000 in love scam","A housewife here parted with over half a million ringgit to a man she befriended through social media since July this year, in what was believed to be a love scam.",500000,Love/Relationship Scam,scam,1,Kota Kinabalu
#0157,https://www.thestar.com.my/news/nation/2022/04/05/teacher-27-loses-rm42000-to-love-scam-online,4/5/2022,Melaka,"Teacher, 27, loses RM42,000 to love scam online",A 27-year-old teacher at a primary school here fell victim to a love scam after being wooed by an alleged Caucasian man online.,42000,Love/Relationship Scam,scam,1,Melaka
#0158,https://www.thestar.com.my/news/nation/2022/04/22/teacher-in-jempol-loses-rm45500-in-investment-scam,4/22/2022,Seremban,"Teacher in Jempol loses RM45,500 in investment scam","A teacher from Jempol has lost RM45,500 after falling prey to an investment scam through the Telegram app on Sunday (April 17).",45500,Investment Scam,scam,1,Seremban
#0159,https://www.thestar.com.my/news/nation/2022/04/28/ex-dg-loses-rm75000-in-online-scam,4/28/2022,Petaling Jaya,"Ex-DG loses RM75,000 in online scam",A former director-general under the Prime Minister's Department is among the latest victims of an online bank scam after losing her savings.,75000,Other,scam,1,Petaling Jaya
#0160,https://www.thestar.com.my/news/nation/2022/05/09/dozens-of-koreans-duped,5/9/2022,Johor Baru,Dozens of Koreans duped out of RM2mil in travel scam,Dozens of Koreans have been duped out of more than RM2mil in what is believed to be a flight ticketing scam.,2000000,Other,scam,1,Johor Baru
#0161,https://www.thestar.com.my/news/nation/2022/05/19/rm21mil-lost-in-giant-macau-scam,5/19/2022,George Town,RM21mil lost in giant Macau scam,A businessman from Port Dickson lost a record RM21mil in a Macau scam after he allegedly revealed his bank Transaction Authorisation Code (TAC) numbers to a “bank official”.,21000000,Phishing,scam,1,George Town
#0162,https://www.thestar.com.my/news/nation/2022/10/07/civil-servant-loses-rm468000-to-macau-scam,10/7/2022,Batu Pahat,"Civil servant loses RM468,000 to Macau scam","A female civil servant claimed to have lost RM468,000 after falling victim to a Macau scam.",468000,Phishing,scam,1,Batu Pahat
#0163,https://www.thestar.com.my/news/nation/2022/02/21/machang-businessman-cheated-of-rm140000-in-macau-scam,2/21/2022,Kota Bharu,"Machang businessman cheated of RM140,000 in Macau Scam","A businessman in his 20s from Machang was duped out of RM140,679 by Macau Scam syndicate members posing as Telekom Malaysia (TM) staff and police officers.",140000,Phishing,scam,1,Kota Bharu
#0164,https://www.thestar.com.my/news/nation/2022/06/14/retiree-loses-rm220500-in-love-scam,6/14/2022,Alor Setar,"Retiree loses RM220,500 in love scam","A retiree lost RM220,500 in a love scam after getting to know a 'doctor' through social media last year.",220500,Love/Relationship Scam,scam,1,Alor Setar
#0165,https://www.thestar.com.my/news/nation/2022/06/15/woman-nigerian-hubby-held-over-rm39mil-email-scam,6/15/2022,Kuala Lumpur,"Woman, Nigerian hubby held over RM3.9mil email scam",A 43-year-old Nigerian and his 41-year-old Malaysian wife have been detained in connection with an email scam involving RM3.9mil in losses.,3900000,Phishing,scam,1,Kuala Lumpur
#0166,https://www.thestar.com.my/news/nation/2022/06/17/pensioner-loses-rm43mil-to-love-scam,6/17/2022,Kuantan,Pensioner loses RM4.3mil to love scam,A government pensioner claimed to have lost over RM4.3mil to a love scam syndicate after getting acquainted with an “American” man through Facebook last year.,4300000,Love/Relationship Scam,scam,1,Kuantan
#0167,https://www.thestar.com.my/news/nation/2022/06/20/senior-citizen-conned-of-over-rm650000-in-macau-scam,6/20/2022,Johor Baru,"Senior citizen conned of over RM650,000 in Macau Scam","A 68-year-old retiree here has lost his hard-earned savings of RM652,500 to fraudsters in a Macau Scam.",650000,Phishing,scam,1,Johor Baru
#0168,https://www.thestar.com.my/news/nation/2022/06/28/healthcare-assistant-loses-rm37000-in-epf-savings-to-online-job-scam,6/28/2022,Kangar,"Healthcare assistant loses RM37,000 in EPF savings to online job scam","A healthcare assistant lost her Employees Provident Fund (EPF) savings amounting to RM37,361 to an online job scam.",37000,Employment Scam,scam,1,Kangar
#0169,https://www.thestar.com.my/news/nation/2022/12/10/felda-settler-cheated-of-rm140000-by-macau-scam,12/10/2022,Kuantan,"Felda settler cheated of RM140,000 by Macau scam","A Felda settler lost RM140,000 to a Macau scam.",140000,Phishing,scam,1,Kuantan
#0170,https://www.thestar.com.my/news/nation/2022/12/24/pensioner-loses-more-than-rm128000-to-macau-scam,12/24/2022,Kuantan,"Pensioner loses more than RM128,000 to Macau scam","A pensioner has lost RM128,037 after falling victim to a Macau Scam syndicate.",128000,Phishing,scam,1,Kuantan
#0171,https://www.thestar.com.my/news/nation/2022/12/29/three-women-lose-rm17mil-to-macau-scam-in-penang,12/29/2022,George Town,Three women lose RM1.7mil to Macau scam in Penang,Three women in Penang suffered a loss of nearly RM1.7mil after falling prey to scammers who accused them of being involved in money laundering activities.,1700000,Phishing,scam,1,George Town
#0172,https://www.thestar.com.my/news/nation/2022/12/30/nurse-loses-rm198000-in-loan-to-macau-scam,12/30/2022,Kuantan,"Nurse loses RM198,000 in loan to Macau scam","A nurse lost RM198,000 which she borrowed from a bank to a Macau scam syndicate.",198000,Loan/Financial Scam,scam,1,Kuantan
#0173,https://www.thestar.com.my/news/nation/2022/04/15/company-loses-rm177460-to-compromised-email-scam,4/15/2022,Johor Baru,"Company loses RM177,460 to compromised email scam","A company here has suffered losses amounting to RM177,460 after falling prey to a business email compromise (BEC) scam.",177460,Phishing,scam,1,Johor Baru
#0174,https://www.thestar.com.my/news/nation/2022/04/21/retiree-loses-rm373000-to-macau-scam,4/21/2022,Kangar,"Retiree loses RM373,000 to Macau scam","A 61-year-old retiree has lost RM373,000 to a syndicate that pulled a Macau scam on her since November last year, says Supt Wan Aedil Wan Abdullah.",373000,Phishing,scam,1,Kangar
#0175,https://www.thestar.com.my/news/nation/2022/04/23/retiree-teacher-cheated-of-rm16mil-in-macau-scam,4/23/2022,Seremban,"Retiree, teacher cheated of RM1.6mil in Macau scam",A widow and a teacher lost almost RM1.6mil in two Macau scams here after being accused of not paying their taxes and for being involved in illegal activities.,1600000,Phishing,scam,1,Seremban
#0176,https://www.thestar.com.my/news/nation/2022/05/22/retired-teacher-lost-rm472941-in-love-scam,5/22/2022,Kuantan,"Retired teacher lost RM472,941 in love scam","A retired woman teacher lost her life savings after being was duped by a love scam syndicate which ended in her losing RM472,941.",472941,Love/Relationship Scam,scam,1,Kuantan
#0177,https://www.thestar.com.my/news/nation/2022/11/23/housewife-loses-nearly-rm500k-in-scam,11/23/2022,Seremban,Housewife loses nearly RM500k in scam,An elderly housewife lost almost half a million ringgit after falling for an investment scam.,500000,Investment Scam,scam,1,Seremban
#0178,https://www.thestar.com.my/news/nation/2022/03/23/bank-manager-duped-of-rm605000-in-macau-scam,3/23/2022,Seremban,"Bank manager duped of RM605,000 in Macau Scam","A 53-year-old bank manager here has lost RM605,000 in a Macau Scam, according to police.",605000,Phishing,scam,1,Seremban
#0179,https://www.thestar.com.my/news/nation/2022/03/08/elderly-man-loses-rm200000-in-credit-card-scam,3/8/2022,Kuala Lumpur,"Elderly man loses RM200,000 in credit card scam","An elderly man lost RM200,000 over a credit card ruse used by scammers.",200000,Other,scam,1,Kuala Lumpur
#0180,https://www.thestar.com.my/news/nation/2022/02/22/machang-trader-fleeced-of-rm140000-in-macau-scam,2/22/2022,Kota Baru,"Machang trader fleeced of RM140,000 in Macau Scam","A businessman from Machang lost RM140,679 to Macau Scam syndicate members posing as Telekom Malaysia (TM) staff and police officers.",140000,Phishing,scam,1,Kota Baru
#0181,https://www.thestar.com.my/news/nation/2022/02/17/special-officer-student-cheated-of-over-rm11000-in-online-scams,2/17/2022,Jempol,"Special officer, student cheated of over RM11,000 in online scams","A special officer to an assemblyman and an 18-year-old student have been cheated of almost RM11,300 in separate online scams on Instagram.",11000,Other,scam,1,Jempol
#0182,https://www.thestar.com.my/news/nation/2022/04/04/teacher-loses-over-rm250k-to-macau-scam,4/4/2022,Kota Kinabalu,Teacher loses over RM250k to Macau scam,"Tricked into believing that her name has been misused, a teacher lost over RM254,000 to a Macau scam syndicate recently.",250000,Phishing,scam,1,Kota Kinabalu
#0183,https://www.thestar.com.my/news/nation/2022/04/11/doctor-duped-of-almost-rm175000-in-part-time-job-scam,4/11/2022,Seremban,"Doctor duped of almost RM175,000 in part-time job scam","A 29-year-old doctor in Lukut near here has lost almost RM175,000 to an online scam that claimed to offer a part-time digital marketing and sales job.",175000,Employment Scam,scam,1,Seremban
#0184,https://www.thestar.com.my/news/nation/2022/03/09/retiree-loses-more-than-rm50000-in-macau-scam,3/9/2022,Teluk Intan,"Retiree loses more than RM50,000 in Macau Scam","A retiree lost more than RM50,000 after falling victim to a Macau Scam while in the house here last Thursday (March 3).",50000,Phishing,scam,1,Teluk Intan
#0185,https://www.thestar.com.my/news/nation/2022/10/07/budget-2023-cybersecurity-malaysia-gets-rm73mil-for-digital-defence,10/7/2022,Kuala Lumpur,Budget 2023: RM73mil allocated to combat online scams,"The Finance Ministry has announced CyberSecurity Malaysia has been allocated RM73mil to improve monitoring, detection and forensic capabilities to combat cyber-crime.",73000000,Other,scam,1,Kuala Lumpur
#0186,https://www.thestar.com.my/news/nation/2022/02/05/woman-in-her-70s-loses-rm52300-in-love-scam,2/5/2022,Kuantan,"Woman in her 70s, loses RM52,300 in love scam","A 74-year-old woman was conned of RM52,300 in a love scam after befriending a man on Facebook last December.",52300,Love/Relationship Scam,scam,1,Kuantan
#0187,https://www.thestar.com.my/news/nation/2022/01/17/retired-teacher-suffers-rm100000-losses-in-macau-scam,1/17/2022,Alor Setar,"Retired teacher suffers RM100,000 losses in Macau scam","A 60-year-old retired female teacher has lost RM100,000 to a 'Macau Scam' syndicate which duped her into believing that she was involved in money laundering.",100000,Phishing,scam,1,Alor Setar
#0188,https://www.thestar.com.my/news/nation/2022/01/05/cops-bust-forex-scam-syndicate-seize-rm127mil-worth-of-watches-and-gold,1/5/2022,Kuala Lumpur,"Cops bust forex scam syndicate, seize RM127mil worth of watches and gold",A Datuk is among 10 arrested for alleged links to a Forex investment scam involving losses of at least RM2.94mil.,2940000,Investment Scam,scam,1,Kuala Lumpur
#0189,https://www.thestar.com.my/news/nation/2022/07/17/almost-rm1mil-lost-to-macau-scam-johor-businesswoman-the-latest-victim,7/17/2022,Johor Baru,Almost RM1mil lost to Macau scam: Johor businesswoman the latest victim,"A businesswoman has lost more than RM1mil after receiving a call from the ""Inland Revenue Board (LHDN)"", which turned out to be a Macau scam syndicate.",1000000,Phishing,scam,1,Johor Baru
#0190,https://www.thestar.com.my/news/nation/2022/07/22/investment-scam-costs-retiree-her-gratuity-hubby039s-savings-totalling-rm202000,7/22/2022,Seremban,"Investment scam costs retiree her gratuity, hubby's savings totalling RM202,000","A 61-year-old government retiree from Sikamat near here has lost her entire gratuity and some of her husband's savings, totalling RM202,000, in an online investment scam.",202000,Investment Scam,scam,1,Seremban
#0191,https://www.thestar.com.my/news/nation/2022/08/20/retired-civil-servant-loses-over-rm1mil-in-macau-scam,8/20/2022,Muar,Retired civil servant loses over RM1mil in Macau scam,A senior citizen here has lost over RM1mil after falling prey to a Macau scam.,1000000,Phishing,scam,1,Muar
#0192,https://www.thestar.com.my/news/nation/2022/08/30/retiree-cheated-of-rm187mil-in-parcel-scam,8/30/2022,Johor Baru,Retiree cheated of RM1.87mil in parcel scam,A 67-year-old retiree here was cheated of RM1.87mil in a parcel scam after he met a woman on Facebook in May who claimed to be from Brazil.,1870000,Phishing,scam,1,Johor Baru
#0193,https://www.thestar.com.my/news/nation/2022/05/25/elderly-felda-settler-duped-of-rm40000-in-macau-scam,5/25/2022,Jempol,"Elderly Felda settler duped of RM40,000 in Macau Scam","A 72-year-old Felda settler here has lost almost RM40,000 in a Macau Scam.",40000,Phishing,scam,1,Jempol
#0194,https://www.thestar.com.my/news/nation/2022/06/04/nurse-loses-over-rm20000-in-investment-scam,6/4/2022,Kuantan,"Nurse loses over RM20,000 in investment scam","A nurse has lost more than RM20,000 after falling prey to an online investment scam.",20000,Investment Scam,scam,1,Kuantan
#0195,https://www.thestar.com.my/news/nation/2022/06/11/10-fined-over-rm3mil-linked-to-macau-scam,6/11/2022,Kuala Lumpur,10 fined over RM3mil linked to Macau scam,"Ten men have been fined RM1,000 each by an Ampang Magistrate’s Court for failing to explain why they had a sum of RM3.14mil in their bank accounts. The money originally belonged to a 31-year-old private school teacher.",3140000,Phishing,scam,1,Kuala Lumpur
#0196,https://www.thestar.com.my/news/nation/2022/06/17/senior-citizen-loses-over-rm134000-in-phone-scam,6/17/2022,Kepala Batas,"Senior citizen loses over RM134,000 in phone scam","A senior citizen lost RM134,503 to a Macau scam syndicate, says North Seberang Prai police chief ACP Mohd Radzi Ahmad.",134000,Phishing,scam,1,Kepala Batas
#0197,https://www.thestar.com.my/news/nation/2022/06/18/port-dickson-woman-loses-rm585000-to-investment-scam,6/18/2022,Seremban,"Port Dickson woman loses RM585,000 to investment scam","A 35-year-old businesswoman from Port Dickson lost almost RM585,000 after being cheated in a phone-cum-online investment scam.",585000,Investment Scam,scam,1,Seremban
#0198,https://www.thestar.com.my/news/nation/2022/12/29/tour-firm-loses-rm6000-in-flight-and-hotel-booking-scam,12/29/2022,Johor Baru,"Tour firm loses RM6,000 in flight and hotel booking scam","A tour company here has suffered losses of about RM6,000 after falling victim to a scammer who pretended to be a customer.",6000,Other,scam,1,Johor Baru
#0199,https://www.thestar.com.my/news/nation/2022/04/01/teacher-loses-rm33000-to-macau-scam,4/1/2022,Port Dickson,"Teacher loses RM33,000 to Macau scam","A 37-year-old teacher has been cheated of almost RM33,000 in a Macau scam here by individuals impersonating government officers.",33000,Phishing,scam,1,Port Dickson
#0200,https://www.thestar.com.my/news/nation/2022/04/08/technician-loses-more-than-rm220000-to-online-scam,4/8/2022,Seremban,"Technician loses more than RM220,000 to online scam","A 45-year-old technician from Sg Pelek in Selangor has been cheated out of more than RM220,000 in a love-cum-parcel scam.",220000,Other,scam,1,Seremban
#0201,https://www.thestar.com.my/news/nation/2022/04/12/teacher-loses-rm265000-to-macau-scam,4/12/2022,Seremban,"Teacher loses RM265,000 to Macau scam","Another individual, this time a 43-year-old teacher, has lost more than RM265,000 after being cheated in a Macau scam here.",265000,Phishing,scam,1,Seremban
#0202,https://www.thestar.com.my/news/nation/2022/04/15/man-dupes-kl-woman-of-over-rm150000-in-love-scam,4/15/2022,Kuala Lumpur,"Man dupes KL woman of over RM150,000 in love scam","A 34-year-old man has been detained for allegedly duping a woman of RM152,500 in a love scam.",150000,Love/Relationship Scam,scam,1,Kuala Lumpur
#0203,https://www.thestar.com.my/news/nation/2022/04/20/lured-by-300-returns-salesperson-loses-nearly-rm400000-to-investment-scam,4/20/2022,Kuala Lumpur,"Lured by 300% returns, salesperson loses nearly RM400,000 to investment scam","A communication company salesperson lost RM382,517 after she was duped by an investment scam.",400000,Investment Scam,scam,1,Kuala Lumpur
#0204,https://www.thestar.com.my/news/nation/2022/04/25/rm20-repentance-package-a-scam-to-make-money-says-kelantan-mufti,4/25/2022,Kota Baru,"RM20 ‘repentance package’ a scam to make money, says Kelantan Mufti","The RM20 “pakej taubat” (repentance package) offered via social media is purely to make money dubiously and it also shows ignorance among the Muslim community, says Kelantan Mufti Datuk Mohamad Shukri Mohamad.",20,Loan/Financial Scam,scam,1,Kota Baru
#0205,https://www.thestar.com.my/news/nation/2022/04/25/sibu-housewife-loses-rm1510-to-forex-scam-on-social-media,4/25/2022,Sibu,"Sibu housewife loses RM1,510 to forex scam on social media","A woman loses RM1,510 after falling for a foreign exchange scam on social media.",1510,Investment Scam,scam,1,Sibu
#0206,https://www.thestar.com.my/news/nation/2022/04/30/seremban-teacher-loses-rm276000-to-macau-scam,4/30/2022,Seremban,"Seremban teacher loses RM276,000 to Macau scam","A 41-year-old teacher lost RM276,000 in a Macau scam here after she was fooled into believing that she was involved in a cheating case.",276000,Phishing,scam,1,Seremban
#0207,https://www.thestar.com.my/news/nation/2022/05/10/architect-loses-rm121000-to-macau-scam,5/10/2022,Kuching,"Architect loses RM121,000 to Macau scam","An architect of a private company here lost RM121,000 to a Macau scam syndicate.",121000,Phishing,scam,1,Kuching
#0208,https://www.thestar.com.my/news/nation/2022/05/13/macau-scam-executive-loses-rm335000-after-falling-for-bogus-insurance-fraud-claim,5/13/2022,Seremban,"Macau scam: Executive loses RM335,000 after falling for bogus insurance fraud claim","A 51-year-old executive lost RM335,000 after being cheated by individuals claiming to be from an insurance company and the police in a Macau scam.",335000,Phishing,scam,1,Seremban
#0209,https://www.thestar.com.my/news/nation/2022/05/19/it-exec-loses-rm200000-of-hubby039s-severance-payout-to-macau-scam,5/19/2022,Petaling Jaya,"IT exec loses RM200,000 of hubby's severance payout to Macau scam","An IT executive lost RM200,000 to bogus bank officials and police personnel of a Macau scam.",200000,Phishing,scam,1,Petaling Jaya
#0210,https://www.thestar.com.my/news/nation/2022/04/11/kelantan-assemblyman-loses-rm84529-to-macau-scam,4/11/2022,Kota Bharu,"Kelantan assemblyman loses RM84,529 to Macau scam","A state assemblyman in Kelantan has been cheated of RM84,529 by a Macau scam syndicate, police said on Monday (April 11).",84529,Phishing,scam,1,Kota Bharu
#0211,https://www.thestar.com.my/news/nation/2022/12/21/woman-loses-rm600000-in-investment-fund-scam,12/21/2022,Kuala Lumpur,"Woman loses RM600,000 in investment fund scam","A 76-year-old woman was conned of RM600,000 of her life savings after she was approached by two men in a market in Taman Megah and urged to invest in a fund promising “100% profit”.",600000,Investment Scam,scam,1,Kuala Lumpur
#0212,https://www.thestar.com.my/news/nation/2022/03/21/widow-loses-almost-rm39mil-in-love-scam,3/21/2022,George Town,Widow loses almost RM3.9mil in love scam,"A widow was left penniless after losing almost RM3.9mil in a love scam, says Penang police chief Commissioner Datuk Mohd Shuhaily Mohd Zain.",3900000,Love/Relationship Scam,scam,1,George Town
#0213,https://www.thestar.com.my/news/nation/2022/03/18/macau-scams-two-woman-in-sibu-lose-total-of-rm9250-in-separate-cases,3/18/2022,Sibu,"Macau scams: Two woman in Sibu lose total of RM9,250 in separate cases","Two women here lose a total of RM9,250 to two separate Macau scams, say the police.",9250,Phishing,scam,1,Sibu
#0214,https://www.thestar.com.my/news/nation/2022/03/18/single-mum-with-six-kids-left-broke-after-losing-nearly-rm250000-in-love-scam,3/18/2022,Melaka,"Single mum with six kids left broke after losing nearly RM250,000 in love scam","A mother of six from Bukit Baru here has been left penniless after falling victim to a love scam and being fleeced of almost RM250,000.",250000,Love/Relationship Scam,scam,1,Melaka
#0215,https://www.thestar.com.my/news/nation/2022/03/09/two-retirees-in-penang-cheated-of-rm390500-in-macau-scam,3/9/2022,Kepala Batas,"Two retirees in Penang cheated of RM390,500 in Macau scam","Two women in their 60s lost RM390,500 after being cheated by Macau scam syndicates that claimed they were both involved in corruption and drugs in two separate incidents.",390500,Phishing,scam,1,Kepala Batas
#0216,https://www.thestar.com.my/news/nation/2022/03/05/teacher-loses-more-than-rm20000-to-online-scam-involving-dressing-table,3/5/2022,Seremban,"Teacher loses more than RM20,000 to online scam involving dressing table","A female teacher in Gemas, near here, has lodged a police report claiming she was a victim of an online scam, involving losses of more than RM20,000 over the purchase of a dressing table.",20000,Other,scam,1,Seremban
#0217,https://www.thestar.com.my/news/nation/2022/03/01/civil-servant-loses-over-rm700k-in-scam,3/1/2022,Kuala Lumpur,Civil servant loses over RM700k in scam,"A “court official” managed to dupe a civil servant of RM711,626.",700000,Phishing,scam,1,Kuala Lumpur
#0218,https://www.thestar.com.my/news/nation/2022/02/23/two-conned-of-rm18000-in-macau-scams-with-new-app-download-tactic,2/23/2022,Kuala Lumpur,"Two conned of RM18,000 in Macau Scams with new app download tactic","Two men have lost a total of more than RM18,000 to Macau Scams with a new twist involving a downloaded app.",18000,Phishing,scam,1,Kuala Lumpur
#0219,https://www.thestar.com.my/news/nation/2022/02/23/undergrad-duped-of-rm32000-in-macau-scam,2/23/2022,Jempol,"Undergrad duped of RM32,000 in Macau Scam","A 21-year-old undergraduate has been scammed of more than RM32,000 by an individual who impersonated an Inland Revenue Board (IRB) officer.",32000,Phishing,scam,1,Jempol
#0220,https://www.thestar.com.my/news/nation/2022/02/20/businessman-loses-rm600000-to-macau-scam,2/20/2022,Mersing,"Businessman loses RM600,000 to Macau scam","A 60-year-old businessman lost RM600,000 from his savings after being duped in a Macau scam.",600000,Phishing,scam,1,Mersing
#0221,https://www.thestar.com.my/news/nation/2022/02/09/legal-officer-loses-rm115k-in-macau-scam,2/9/2022,Seremban,Legal officer loses RM115k in Macau scam,"A company legal offi­cer here has been cheated of RM115,000 in a Macau scam by imposters claiming to be officers from a commercial bank and Bank Negara.",115000,Phishing,scam,1,Seremban
#0222,https://www.thestar.com.my/news/nation/2022/02/08/legal-officer-loses-rm115000-in-macau-scam,2/8/2022,Seremban,"Legal officer loses RM115,000 in Macau scam","A legal officer with a company here has been cheated of RM115,000 in a Macau scam by imposters claiming to be officers of a commercial bank and Bank Negara.",115000,Phishing,scam,1,Seremban
#0223,https://www.thestar.com.my/news/nation/2022/02/04/senior-citizen-loses-rm52300-in-039love-scam039,2/4/2022,Kuantan,"Senior citizen loses RM52,300 in 'love scam'","A 74-year-old woman was conned of RM52,300 in a love scam after befriending a man on Facebook last December.",52300,Love/Relationship Scam,scam,1,Kuantan
#0224,https://www.thestar.com.my/news/nation/2022/02/01/woman-loses-rm109200-in-online-scam-for-purchase-of-lap-tops,2/1/2022,Kuantan,"Woman loses RM109,200 in online scam for purchase of laptops","A woman has lodged a police report claiming that she was a victim of an online scam, involving losses amounting to RM109,200 for the purchase of three laptops.",109200,Other,scam,1,Kuantan
#0225,https://www.thestar.com.my/news/nation/2022/01/27/businessman-loses-over-rm500000-in-scam,1/27/2022,Kuala Lumpur,"Businessman loses over RM500,000 in scam","A businessman lost over RM500,000 in a scam after he was duped into believing that he was purchasing over 600 tonnes of palm oil.",500000,Investment Scam,scam,1,Kuala Lumpur
#0226,https://www.thestar.com.my/news/nation/2022/10/14/039datuk039-title-scam-man-jailed-eight-months-for-cheating-woman-out-of-rm100000,10/14/2022,Kuala Lumpur,"Datuk' title scam: Man jailed eight months for cheating woman out of RM100,000","A businessman was jailed for eight months by the Sessions Court here Friday (Oct 14) for defrauding a woman wanting to obtain the title of ""Datuk"" involving a loss of RM100,000.",100000,Investment Scam,scam,1,Kuala Lumpur
#0227,https://www.thestar.com.my/news/nation/2022/10/17/woman-54-loses-over-rm14mil-in-love-scam,10/17/2022,Kuala Lumpur,"Woman, 54, loses over RM1.4mil in love scam",A local woman claims to have been cheated of over RM1.4mil after meeting a someone online who claimed to be South African engineer working in New Zealand.,1400000,Love/Relationship Scam,scam,1,Kuala Lumpur
#0228,https://www.thestar.com.my/news/nation/2022/09/01/businessman-loses-over-rm20000-to-bogus-court-officer-in-phone-scam,9/1/2022,Johor Baru,"Businessman loses over RM20,000 to bogus court officer in phone scam","A businessman here lost more than RM20,000 after falling prey to a scammer who pretended to be a court officer.",20000,Phishing,scam,1,Johor Baru
#0229,https://www.thestar.com.my/news/nation/2022/09/08/trio-charged-with-duping-man-out-of-rm192000-in-work-permit-scam,9/8/2022,Johor Baru,"Trio charged with duping man out of RM192,000 in work permit scam","Three men were charged at the Magistrate’s Court here on Thursday (Sept 8) for duping another individual out of RM192,000 by offering foreign worker permit services.",192000,Employment Scam,scam,1,Johor Baru
#0230,https://www.thestar.com.my/news/nation/2022/06/27/scam-company-told-to-return-rm90mil-to-customers,6/27/2022,Petaling Jaya,Scam company told to return RM90mil to customers,"A company allegedly operating an illegal investment scheme has been given three days to return as much as RM90mil collected from customers before action is taken, says the National Consumer Foundation.",90000000,Investment Scam,scam,1,Petaling Jaya
#0231,https://www.thestar.com.my/news/nation/2022/07/28/company-director-loses-over-rm5mil-in-love-scam,7/28/2022,Kuala Lumpur,Company director loses over RM5mil in love scam,"A female company director in Ipoh, Perak, lost RM5.29mil after being duped by a man, who claimed to be an American, whom she met on an online dating site.",5000000,Love/Relationship Scam,scam,1,Kuala Lumpur
#0232,https://www.thestar.com.my/news/nation/2022/04/12/housewife-student-lose-over-rm250000-to-macau-scam-syndicates,4/12/2022,Melaka,"Housewife, student lose over RM250,000 to Macau scam syndicates",A 60-year-old retired teacher's Hari Raya mood is ruined after losing all her gratuity and savings to scammers.,250000,Phishing,scam,1,Melaka
#0233,https://www.thestar.com.my/news/nation/2022/03/09/housewife-loses-more-than-rm57000-to-social-media-job-scam,3/9/2022,Alor Setar,"Housewife loses more than RM57,000 to social media job scam","A housewife lost RM57,508.73 after falling victim to a fake part-time job offer advertised via social media early this month.",57000,Employment Scam,scam,1,Alor Setar
#0234,https://www.thestar.com.my/news/nation/2022/03/07/student-loses-rm42000-to-video-currency-scam,3/7/2022,Kuantan,"Student loses RM42,000 to video currency scam","A student of a public university claimed to have lost RM42,500 while trying to buy video game currency advertised on Instagram.",42000,Other,scam,1,Kuantan
#0235,https://www.thestar.com.my/news/nation/2022/03/06/university-student-loses-over-rm42000-to-online-scam,3/6/2022,Kuantan,"University student loses over RM42,000 to online scam","A student at a public university claimed to have lost RM42,500 which was allegedly used to buy video game currency which was advertised on Instagram.",42000,Other,scam,1,Kuantan
#0236,https://www.thestar.com.my/news/nation/2022/02/19/fraudsters-run-off-with-rm84000-after-wooing-victims-in-investment-scam,2/19/2022,Melaka,"Fraudsters run off with RM84,000 after wooing victims in investment scam","Fraudsters managed to persuade five individuals to part with their savings totalling RM84,000 by simply misusing the photograph of a ""Datuk Seri"" millionaire to woo the victims into investing in a fictitious trust fund investment.",84000,Investment Scam,scam,1,Melaka
